pollster,candidate,percentage,count
Pollster 85,Candidate 3,0.32229259586398074,106
Pollster 85,Candidate 4,0.43035282580063405,95
Pollster 86,Candidate 1,0.18689505306134307,151
Pollster 86,Candidate 2,0.5163904153214787,11
Pollster 86,Candidate 3,0.07927669046116462,27
Pollster 86,Candidate 4,0.2174378411560137,100
Pollster 87,Candidate 1,0.025504785184096733,83
Pollster 87,Candidate 2,0.39228563228420266,15
Pollster 87,Candidate 3,0.22050599802735257,116
Pollster 87,Candidate 4,0.36170358450434803,47
Pollster 88,Candidate 1,0.35635513498618293,121
Pollster 88,Candidate 2,0.13184436786895554,143
Pollster 88,Candidate 3,0.34608503454512657,36
Pollster 88,Candidate 4,0.16571546259973496,191
Pollster 89,Candidate 1,0.19063387012155894,186
Pollster 89,Candidate 2,0.3995475509750699,2
Pollster 89,Candidate 3,0.3748407579588621,125
Pollster 89,Candidate 4,0.03497782094450902,111
Pollster 90,Candidate 1,0.20872009778200218,102
Pollster 90,Candidate 2,0.32999875924123945,165
Pollster 90,Candidate 3,0.17815663298776513,9
Pollster 90,Candidate 4,0.28312450998899324,111
Pollster 91,Candidate 1,0.19625000063164638,91
Pollster 91,Candidate 2,0.2321501295308659,176
Pollster 91,Candidate 3,0.5284618499752961,24
Pollster 91,Candidate 4,0.043138019862191644,65
Pollster 92,Candidate 1,0.12660109051813084,197
Pollster 92,Candidate 2,0.26016506057703476,147
Pollster 92,Candidate 3,0.39530601612184885,176
Pollster 92,Candidate 4,0.21792783278298555,173
Pollster 93,Candidate 1,0.16453914025476726,185
Pollster 93,Candidate 2,0.3494947744555395,116
Pollster 93,Candidate 3,0.3286025492824225,72
Pollster 93,Candidate 4,0.1573635360072708,198
Pollster 94,Candidate 1,0.3888142820593244,30
Pollster 94,Candidate 2,0.3467402121309378,52
Pollster 94,Candidate 3,0.24045269439992573,17
Pollster 94,Candidate 4,0.023992811409812083,159
Pollster 95,Candidate 1,0.20040271499279277,78
Pollster 95,Candidate 2,0.3207057768176469,185
Pollster 95,Candidate 3,0.24724745230654158,166
Pollster 95,Candidate 4,0.23164405588301876,33
Pollster 96,Candidate 1,0.24769362636701664,129
Pollster 96,Candidate 2,0.30190474949467544,61
Pollster 96,Candidate 3,0.2545301728041008,191
Pollster 96,Candidate 4,0.1958714513342072,198
Pollster 97,Candidate 1,0.22417602540872122,28
Pollster 97,Candidate 2,0.5351882994738274,130
Pollster 97,Candidate 3,0.2015005046555001,189
Pollster 97,Candidate 4,0.039135170461951266,64
Pollster 98,Candidate 1,0.2768469676806405,77
Pollster 98,Candidate 2,0.1471992177253582,128
Pollster 98,Candidate 3,0.4110971844409387,145
Pollster 98,Candidate 4,0.1648566301530626,22
Pollster 99,Candidate 1,0.21791394104752507,159
Pollster 99,Candidate 2,0.21388522171356494,161
Pollster 99,Candidate 3,0.5481612239975513,155
Pollster 99,Candidate 4,0.020039613241358643,170
Pollster 100,Candidate 1,0.5914500419424934,36
Pollster 100,Candidate 2,0.32752185573076414,143
Pollster 100,Candidate 3,0.04787388946865701,143
Pollster 100,Candidate 4,0.033154212858085445,61
Pollster 101,Candidate 1,0.2763353620410386,176
Pollster 101,Candidate 2,0.38619259476225504,4
Pollster 101,Candidate 3,0.05258107027273675,157
Pollster 101,Candidate 4,0.2848909729239696,36
Pollster 102,Candidate 1,0.110585806334736,26
Pollster 102,Candidate 2,0.2825105509645106,23
Pollster 102,Candidate 3,0.22159133952717436,172
Pollster 102,Candidate 4,0.38531230317357906,64
Pollster 103,Candidate 1,0.027252029251934165,126
Pollster 103,Candidate 2,0.2496007109151804,122
Pollster 103,Candidate 3,0.35142309917947967,106
Pollster 103,Candidate 4,0.37172416065340574,112
Pollster 104,Candidate 1,0.04401067678677444,139
Pollster 104,Candidate 2,0.33653172844869533,7
Pollster 104,Candidate 3,0.02467848568900468,132
Pollster 104,Candidate 4,0.5947791090755256,45
Pollster 105,Candidate 1,0.3174297525398557,35
Pollster 105,Candidate 2,0.09869191071957836,42
Pollster 105,Candidate 3,0.3486480730474886,200
Pollster 105,Candidate 4,0.23523026369307729,161
Pollster 106,Candidate 1,0.17235574596148284,177
Pollster 106,Candidate 2,0.22875906669600052,65
Pollster 106,Candidate 3,0.583860252571931,52
Pollster 106,Candidate 4,0.015024934770585684,168
Pollster 107,Candidate 1,0.226555265134444,183
Pollster 107,Candidate 2,0.10978827598022015,117
Pollster 107,Candidate 3,0.3024865009375417,116
Pollster 107,Candidate 4,0.3611699579477942,198
Pollster 108,Candidate 1,0.24992232106153378,162
Pollster 108,Candidate 2,0.24197978780655538,36
Pollster 108,Candidate 3,0.20845576761713608,25
Pollster 108,Candidate 4,0.29964212351477476,22
Pollster 109,Candidate 1,0.19045131467331772,164
Pollster 109,Candidate 2,0.008396833209758113,131
Pollster 109,Candidate 3,0.08958132037550118,101
Pollster 109,Candidate 4,0.711570531741423,57
Pollster 110,Candidate 1,0.2698074127177242,1
Pollster 110,Candidate 2,0.3326389470521026,2
Pollster 110,Candidate 3,0.21497953659038943,77
Pollster 110,Candidate 4,0.1825741036397837,75
Pollster 111,Candidate 1,0.2811796011569514,131
Pollster 111,Candidate 2,0.09589486299350006,110
Pollster 111,Candidate 3,0.37169720604822776,26
Pollster 111,Candidate 4,0.2512283298013208,56
Pollster 112,Candidate 1,0.19920136223112528,179
Pollster 112,Candidate 2,0.07750261816244326,148
Pollster 112,Candidate 3,0.3614391991309117,89
Pollster 112,Candidate 4,0.36185682047551976,159
Pollster 113,Candidate 1,0.3101386610110301,47
Pollster 113,Candidate 2,0.2173042447032976,154
Pollster 113,Candidate 3,0.2116121246307415,148
Pollster 113,Candidate 4,0.26094496965493075,121
Pollster 114,Candidate 1,0.35180191397956634,34
Pollster 114,Candidate 2,0.3359165927830458,138
Pollster 114,Candidate 3,0.059899123368696947,101
Pollster 114,Candidate 4,0.25238236986869095,63
Pollster 115,Candidate 1,0.028528072151734987,124
Pollster 115,Candidate 2,0.3794815241508972,166
Pollster 115,Candidate 3,0.19582181146043076,35
Pollster 115,Candidate 4,0.39616859223693707,106
Pollster 116,Candidate 1,0.2680272318963502,155
Pollster 116,Candidate 2,0.33510982875195905,96
Pollster 116,Candidate 3,0.23689302530478912,113
Pollster 116,Candidate 4,0.15996991404690164,95
Pollster 117,Candidate 1,0.2351916342705505,102
Pollster 117,Candidate 2,0.03283348795778227,99
Pollster 117,Candidate 3,0.21462559386650093,136
Pollster 117,Candidate 4,0.5173492839051663,73
Pollster 118,Candidate 1,0.4534749724890769,139
Pollster 118,Candidate 2,0.09204172969027692,92
Pollster 118,Candidate 3,0.2512249129174836,177
Pollster 118,Candidate 4,0.20325838490316256,158
Pollster 119,Candidate 1,0.24929792579876675,43
Pollster 119,Candidate 2,0.4597135291364218,17
Pollster 119,Candidate 3,0.22259715087570406,129
Pollster 119,Candidate 4,0.06839139418910739,137
Pollster 120,Candidate 1,0.2740211352956429,53
Pollster 120,Candidate 2,0.1948297729595822,134
Pollster 120,Candidate 3,0.2457621170730836,103
Pollster 120,Candidate 4,0.2853869746716913,18
Pollster 121,Candidate 1,0.32785639488033874,130
Pollster 121,Candidate 2,0.2577767672536869,176
Pollster 121,Candidate 3,0.3919424238356724,190
Pollster 121,Candidate 4,0.022424414030301945,161
Pollster 122,Candidate 1,0.23926091207692599,9
Pollster 122,Candidate 2,0.29763563472011817,192
Pollster 122,Candidate 3,0.029345180443060104,8
Pollster 122,Candidate 4,0.43375827275989576,37
Pollster 123,Candidate 1,0.29265479915157444,69
Pollster 123,Candidate 2,0.25965742070025233,188
Pollster 123,Candidate 3,0.3289466657195557,196
Pollster 123,Candidate 4,0.11874111442861751,134
Pollster 124,Candidate 1,0.09085172755326902,23
Pollster 124,Candidate 2,0.28966253564009187,131
Pollster 124,Candidate 3,0.4278255661169532,199
Pollster 124,Candidate 4,0.1916601706896859,94
Pollster 125,Candidate 1,0.004015241496203602,31
Pollster 125,Candidate 2,0.28155516409968173,117
Pollster 125,Candidate 3,0.37674086007960883,183
Pollster 125,Candidate 4,0.33768873432450586,32
Pollster 126,Candidate 1,0.37561597026178883,96
Pollster 126,Candidate 2,0.04073634341708626,178
Pollster 126,Candidate 3,0.5094897576731077,41
Pollster 126,Candidate 4,0.07415792864801722,104
Pollster 127,Candidate 1,0.20878853367841854,88
Pollster 127,Candidate 2,0.20400266068972525,169
Pollster 127,Candidate 3,0.0703530967160509,6
Pollster 127,Candidate 4,0.5168557089158053,66
Pollster 128,Candidate 1,0.5081669634077455,186
Pollster 128,Candidate 2,0.149539720087153,37
Pollster 128,Candidate 3,0.02140167136250402,54
Pollster 128,Candidate 4,0.3208916451425975,84
Pollster 129,Candidate 1,0.34087423318406773,37
Pollster 129,Candidate 2,0.19310517354305812,163
Pollster 129,Candidate 3,0.31371067050142176,68
Pollster 129,Candidate 4,0.15230992277145242,56
Pollster 130,Candidate 1,0.18120599472765436,1
Pollster 130,Candidate 2,0.4028832221881247,188
Pollster 130,Candidate 3,0.11180396239317054,173
Pollster 130,Candidate 4,0.3041068206910504,126
Pollster 131,Candidate 1,0.27004908938927574,28
Pollster 131,Candidate 2,0.26882629186665,101
Pollster 131,Candidate 3,0.10168643475032418,38
Pollster 131,Candidate 4,0.35943818399375005,47
Pollster 132,Candidate 1,0.3048573240714317,75
Pollster 132,Candidate 2,0.1757232382393933,91
Pollster 132,Candidate 3,0.20191257987744357,163
Pollster 132,Candidate 4,0.3175068578117315,43
Pollster 133,Candidate 1,0.3737107048590611,135
Pollster 133,Candidate 2,0.2812276360131124,11
Pollster 133,Candidate 3,0.16431367044822512,21
Pollster 133,Candidate 4,0.18074798867960137,129
Pollster 134,Candidate 1,0.06682450009374652,67
Pollster 134,Candidate 2,0.437781892639327,93
Pollster 134,Candidate 3,0.2789163256099235,3
Pollster 134,Candidate 4,0.21647728165700297,177
Pollster 135,Candidate 1,0.19402092343013894,100
Pollster 135,Candidate 2,0.6584507579358753,60
Pollster 135,Candidate 3,0.14335484043877866,188
Pollster 135,Candidate 4,0.004173478195207191,67
Pollster 136,Candidate 1,0.3665574990484525,35
Pollster 136,Candidate 2,0.275609172964226,142
Pollster 136,Candidate 3,0.22493829641881097,39
Pollster 136,Candidate 4,0.1328950315685106,55
Pollster 137,Candidate 1,0.3265562279114093,163
Pollster 137,Candidate 2,0.32849862426921456,166
Pollster 137,Candidate 3,0.06615333840097577,180
Pollster 137,Candidate 4,0.27879180941840037,13
Pollster 138,Candidate 1,0.1716478520520553,135
Pollster 138,Candidate 2,0.37422349497490093,27
Pollster 138,Candidate 3,0.35710884002280774,191
Pollster 138,Candidate 4,0.09701981295023608,9
Pollster 139,Candidate 1,0.3243567968589212,150
Pollster 139,Candidate 2,0.3602164591970918,21
Pollster 139,Candidate 3,0.11255684317279178,114
Pollster 139,Candidate 4,0.2028699007711952,17
Pollster 140,Candidate 1,0.3593037135112146,7
Pollster 140,Candidate 2,0.3372811275341242,87
Pollster 140,Candidate 3,0.17478784698986313,177
